"","edad","sexo","year","poblacion"
"4266",11,"Mujeres",1996,233534
"4267",12,"Hombres",1996,253281
"4268",12,"Mujeres",1996,240961
"4269",13,"Hombres",1996,270433
"4270",13,"Mujeres",1996,257335
"4271",14,"Hombres",1996,284017
"4272",14,"Mujeres",1996,269371
"4273",15,"Hombres",1996,299634
"4274",15,"Mujeres",1996,285933
"4275",16,"Hombres",1996,313270
"4276",16,"Mujeres",1996,299177
"4277",17,"Hombres",1996,332422
"4278",17,"Mujeres",1996,316111
"4279",18,"Hombres",1996,339538
"4280",18,"Mujeres",1996,322443
"4281",19,"Hombres",1996,350748
"4282",19,"Mujeres",1996,335570
"4283",20,"Hombres",1996,352832
"4284",20,"Mujeres",1996,336763
"4285",21,"Hombres",1996,349923
"4286",21,"Mujeres",1996,336131
"4287",22,"Hombres",1996,345361
"4288",22,"Mujeres",1996,330961
"4289",23,"Hombres",1996,347430
"4290",23,"Mujeres",1996,331828
"4291",24,"Hombres",1996,342845
"4292",24,"Mujeres",1996,327252
"4293",25,"Hombres",1996,339229
"4294",25,"Mujeres",1996,325091
"4295",26,"Hombres",1996,335107
"4296",26,"Mujeres",1996,322765
"4297",27,"Hombres",1996,332982
"4298",27,"Mujeres",1996,321971
"4299",28,"Hombres",1996,336232
"4300",28,"Mujeres",1996,327061
"4301",29,"Hombres",1996,331495
"4302",29,"Mujeres",1996,322240
"4303",30,"Hombres",1996,329763
"4304",30,"Mujeres",1996,322869
"4305",31,"Hombres",1996,334204
"4306",31,"Mujeres",1996,328558
"4307",32,"Hombres",1996,320403
"4308",32,"Mujeres",1996,313921
"4309",33,"Hombres",1996,308581
"4310",33,"Mujeres",1996,305247
"4311",34,"Hombres",1996,302689
"4312",34,"Mujeres",1996,300580
"4313",35,"Hombres",1996,306432
"4314",35,"Mujeres",1996,305187
"4315",36,"Hombres",1996,298412
"4316",36,"Mujeres",1996,297474
"4317",37,"Hombres",1996,293696
"4318",37,"Mujeres",1996,293022
"4319",38,"Hombres",1996,288216
"4320",38,"Mujeres",1996,288127
"4321",39,"Hombres",1996,269446
"4322",39,"Mujeres",1996,269815
"4323",40,"Hombres",1996,262438
"4324",40,"Mujeres",1996,263331
"4325",41,"Hombres",1996,251582
"4326",41,"Mujeres",1996,253333
"4327",42,"Hombres",1996,254579
"4328",42,"Mujeres",1996,254400
"4329",43,"Hombres",1996,255775
"4330",43,"Mujeres",1996,254732
"4331",44,"Hombres",1996,239056
"4332",44,"Mujeres",1996,239432
"4333",45,"Hombres",1996,235689
"4334",45,"Mujeres",1996,236075
"4335",46,"Hombres",1996,243988
"4336",46,"Mujeres",1996,247686
"4337",47,"Hombres",1996,257679
"4338",47,"Mujeres",1996,261341
"4339",48,"Hombres",1996,236362
"4340",48,"Mujeres",1996,239042
"4341",49,"Hombres",1996,225299
"4342",49,"Mujeres",1996,230482
"4343",50,"Hombres",1996,239950
"4344",50,"Mujeres",1996,245841
"4345",51,"Hombres",1996,226738
"4346",51,"Mujeres",1996,233039
"4347",52,"Hombres",1996,226349
"4348",52,"Mujeres",1996,231033
"4349",53,"Hombres",1996,195904
"4350",53,"Mujeres",1996,200969
"4351",54,"Hombres",1996,181933
"4352",54,"Mujeres",1996,185725
"4353",55,"Hombres",1996,225761
"4354",55,"Mujeres",1996,233617
"4355",56,"Hombres",1996,148008
"4356",56,"Mujeres",1996,158052
"4357",57,"Hombres",1996,169904
"4358",57,"Mujeres",1996,180909
"4359",58,"Hombres",1996,192635
"4360",58,"Mujeres",1996,204911
"4361",59,"Hombres",1996,213084
"4362",59,"Mujeres",1996,233504
"4363",60,"Hombres",1996,207806
"4364",60,"Mujeres",1996,224104
"4365",61,"Hombres",1996,206389
"4366",61,"Mujeres",1996,224595
"4367",62,"Hombres",1996,214072
"4368",62,"Mujeres",1996,233695
"4369",63,"Hombres",1996,210923
"4370",63,"Mujeres",1996,232398
"4371",64,"Hombres",1996,201644
"4372",64,"Mujeres",1996,221837
"4373",65,"Hombres",1996,200963
"4374",65,"Mujeres",1996,228153
"4375",66,"Hombres",1996,188549
"4376",66,"Mujeres",1996,215744
"4377",67,"Hombres",1996,185347
"4378",67,"Mujeres",1996,215836
"4379",68,"Hombres",1996,172325
"4380",68,"Mujeres",1996,201990
"4381",69,"Hombres",1996,171797
"4382",69,"Mujeres",1996,203947
"4383",70,"Hombres",1996,159683
"4384",70,"Mujeres",1996,196098
"4385",71,"Hombres",1996,153657
"4386",71,"Mujeres",1996,191970
"4387",72,"Hombres",1996,146767
"4388",72,"Mujeres",1996,183782
"4389",73,"Hombres",1996,139179
"4390",73,"Mujeres",1996,183742
"4391",74,"Hombres",1996,129015
"4392",74,"Mujeres",1996,165086
"4393",75,"Hombres",1996,111300
"4394",75,"Mujeres",1996,160695
"4395",76,"Hombres",1996,91653
"4396",76,"Mujeres",1996,136778
"4397",77,"Hombres",1996,85103
"4398",77,"Mujeres",1996,135196
"4399",78,"Hombres",1996,77296
"4400",78,"Mujeres",1996,125309
"4401",79,"Hombres",1996,71440
"4402",79,"Mujeres",1996,118351
"4403",80,"Hombres",1996,67148
"4404",80,"Mujeres",1996,114422
"4405",81,"Hombres",1996,61808
"4406",81,"Mujeres",1996,109328
"4407",82,"Hombres",1996,55687
"4408",82,"Mujeres",1996,100665
"4409",83,"Hombres",1996,50228
"4410",83,"Mujeres",1996,94432
"4411",84,"Hombres",1996,43451
"4412",84,"Mujeres",1996,82961
"4413",85,"Hombres",1996,37689
"4414",85,"Mujeres",1996,76707
"4415",86,"Hombres",1996,31673
"4416",86,"Mujeres",1996,64039
"4417",87,"Hombres",1996,26648
"4418",87,"Mujeres",1996,54873
"4419",88,"Hombres",1996,20917
"4420",88,"Mujeres",1996,46169
"4421",89,"Hombres",1996,16447
"4422",89,"Mujeres",1996,38062
"4423",90,"Hombres",1996,13190
"4424",90,"Mujeres",1996,31242
"4425",91,"Hombres",1996,9345
"4426",91,"Mujeres",1996,24168
"4427",92,"Hombres",1996,7161
"4428",92,"Mujeres",1996,18815
"4429",93,"Hombres",1996,5396
"4430",93,"Mujeres",1996,14660
"4431",94,"Hombres",1996,3720
"4432",94,"Mujeres",1996,9827
"4433",95,"Hombres",1996,2354
"4434",95,"Mujeres",1996,7336
"4435",96,"Hombres",1996,1224
"4436",96,"Mujeres",1996,3508
"4437",97,"Hombres",1996,683
"4438",97,"Mujeres",1996,2325
"4439",98,"Hombres",1996,407
"4440",98,"Mujeres",1996,1439
"4441",99,"Hombres",1996,252
"4442",99,"Mujeres",1996,948
"4443",100,"Hombres",1996,644
"4444",100,"Mujeres",1996,1761
"4445",0,"Hombres",1995,190020
"4446",0,"Mujeres",1995,178515
"4447",1,"Hombres",1995,198483
"4448",1,"Mujeres",1995,186209
"4449",2,"Hombres",1995,204528
"4450",2,"Mujeres",1995,192820
"4451",3,"Hombres",1995,203380
"4452",3,"Mujeres",1995,190878
"4453",4,"Hombres",1995,203717
"4454",4,"Mujeres",1995,192983
"4455",5,"Hombres",1995,207763
"4456",5,"Mujeres",1995,196714
"4457",6,"Hombres",1995,209732
"4458",6,"Mujeres",1995,198179
"4459",7,"Hombres",1995,215617
"4460",7,"Mujeres",1995,204251
"4461",8,"Hombres",1995,220980
"4462",8,"Mujeres",1995,210431
"4463",9,"Hombres",1995,232183
"4464",9,"Mujeres",1995,220381
"4465",10,"Hombres",1995,245431
"4466",10,"Mujeres",1995,232926
"4467",11,"Hombres",1995,252164
"4468",11,"Mujeres",1995,239904
"4469",12,"Hombres",1995,269345
"4470",12,"Mujeres",1995,256235
"4471",13,"Hombres",1995,282389
"4472",13,"Mujeres",1995,267807
"4473",14,"Hombres",1995,297798
"4474",14,"Mujeres",1995,284079
"4475",15,"Hombres",1995,311576
"4476",15,"Mujeres",1995,297531
"4477",16,"Hombres",1995,330573
"4478",16,"Mujeres",1995,314306
"4479",17,"Hombres",1995,337545
"4480",17,"Mujeres",1995,320498
"4481",18,"Hombres",1995,349011
"4482",18,"Mujeres",1995,333878
"4483",19,"Hombres",1995,351263
"4484",19,"Mujeres",1995,335256
"4485",20,"Hombres",1995,348286
"4486",20,"Mujeres",1995,334600
"4487",21,"Hombres",1995,343971
"4488",21,"Mujeres",1995,329630
"4489",22,"Hombres",1995,346442
"4490",22,"Mujeres",1995,330625
"4491",23,"Hombres",1995,341916
"4492",23,"Mujeres",1995,325981
"4493",24,"Hombres",1995,338255
"4494",24,"Mujeres",1995,323953
"4495",25,"Hombres",1995,334036
"4496",25,"Mujeres",1995,321419
"4497",26,"Hombres",1995,331903
"4498",26,"Mujeres",1995,320521
"4499",27,"Hombres",1995,335237
"4500",27,"Mujeres",1995,325610
"4501",28,"Hombres",1995,330413
"4502",28,"Mujeres",1995,320737
"4503",29,"Hombres",1995,328829
"4504",29,"Mujeres",1995,321371
"4505",30,"Hombres",1995,333045
"4506",30,"Mujeres",1995,326871
"4507",31,"Hombres",1995,319426
"4508",31,"Mujeres",1995,312374
"4509",32,"Hombres",1995,307492
"4510",32,"Mujeres",1995,303683
"4511",33,"Hombres",1995,301725
"4512",33,"Mujeres",1995,299072
"4513",34,"Hombres",1995,305520
"4514",34,"Mujeres",1995,303838
"4515",35,"Hombres",1995,297435
"4516",35,"Mujeres",1995,296084
"4517",36,"Hombres",1995,292835
"4518",36,"Mujeres",1995,291716
"4519",37,"Hombres",1995,287446
"4520",37,"Mujeres",1995,286954
"4521",38,"Hombres",1995,268624
"4522",38,"Mujeres",1995,268809
"4523",39,"Hombres",1995,261784
"4524",39,"Mujeres",1995,262411
"4525",40,"Hombres",1995,251038
"4526",40,"Mujeres",1995,252549
"4527",41,"Hombres",1995,254108
"4528",41,"Mujeres",1995,253649
"4529",42,"Hombres",1995,255464
"4530",42,"Mujeres",1995,254152
"4531",43,"Hombres",1995,238853
"4532",43,"Mujeres",1995,238892
"4533",44,"Hombres",1995,235666
"4534",44,"Mujeres",1995,235712
"4535",45,"Hombres",1995,243989
"4536",45,"Mujeres",1995,247211
"4537",46,"Hombres",1995,257766
"4538",46,"Mujeres",1995,261001
"4539",47,"Hombres",1995,236676
"4540",47,"Mujeres",1995,238814
"4541",48,"Hombres",1995,225486
"4542",48,"Mujeres",1995,230237
"4543",49,"Hombres",1995,240569
"4544",49,"Mujeres",1995,245892
"4545",50,"Hombres",1995,227250
"4546",50,"Mujeres",1995,232928
"4547",51,"Hombres",1995,226963
"4548",51,"Mujeres",1995,230973
"4549",52,"Hombres",1995,196519
"4550",52,"Mujeres",1995,201086
"4551",53,"Hombres",1995,182616
"4552",53,"Mujeres",1995,185756
"4553",54,"Hombres",1995,226782
"4554",54,"Mujeres",1995,233831
"4555",55,"Hombres",1995,148741
"4556",55,"Mujeres",1995,158158
"4557",56,"Hombres",1995,170783
"4558",56,"Mujeres",1995,180999
"4559",57,"Hombres",1995,193749
"4560",57,"Mujeres",1995,205126
"4561",58,"Hombres",1995,214837
"4562",58,"Mujeres",1995,234208
"4563",59,"Hombres",1995,209493
"4564",59,"Mujeres",1995,224642
"4565",60,"Hombres",1995,208215
"4566",60,"Mujeres",1995,225168
"4567",61,"Hombres",1995,216244
"4568",61,"Mujeres",1995,234502
"4569",62,"Hombres",1995,213458
"4570",62,"Mujeres",1995,233306
"4571",63,"Hombres",1995,204294
"4572",63,"Mujeres",1995,222914
"4573",64,"Hombres",1995,204310
"4574",64,"Mujeres",1995,229629
"4575",65,"Hombres",1995,191761
"4576",65,"Mujeres",1995,217296
"4577",66,"Hombres",1995,188933
"4578",66,"Mujeres",1995,217432
"4579",67,"Hombres",1995,176102
"4580",67,"Mujeres",1995,203745
"4581",68,"Hombres",1995,175993
"4582",68,"Mujeres",1995,206072
"4583",69,"Hombres",1995,164028
"4584",69,"Mujeres",1995,198683
"4585",70,"Hombres",1995,158399
"4586",70,"Mujeres",1995,194670
"4587",71,"Hombres",1995,151905
"4588",71,"Mujeres",1995,186835
"4589",72,"Hombres",1995,144440
"4590",72,"Mujeres",1995,187172
"4591",73,"Hombres",1995,134535
"4592",73,"Mujeres",1995,168552
"4593",74,"Hombres",1995,116656
"4594",74,"Mujeres",1995,164818
"4595",75,"Hombres",1995,96450
"4596",75,"Mujeres",1995,140652
"4597",76,"Hombres",1995,90174
"4598",76,"Mujeres",1995,139570
"4599",77,"Hombres",1995,82262
"4600",77,"Mujeres",1995,129826
"4601",78,"Hombres",1995,76571
"4602",78,"Mujeres",1995,123330
"4603",79,"Hombres",1995,72361
"4604",79,"Mujeres",1995,119958
"4605",80,"Hombres",1995,67367
"4606",80,"Mujeres",1995,115269
"4607",81,"Hombres",1995,61293
"4608",81,"Mujeres",1995,106884
"4609",82,"Hombres",1995,55690
"4610",82,"Mujeres",1995,101096
"4611",83,"Hombres",1995,48568
"4612",83,"Mujeres",1995,89639
"4613",84,"Hombres",1995,42829
"4614",84,"Mujeres",1995,84008
"4615",85,"Hombres",1995,36372
"4616",85,"Mujeres",1995,70989
"4617",86,"Hombres",1995,31075
"4618",86,"Mujeres",1995,61724
"4619",87,"Hombres",1995,24913
"4620",87,"Mujeres",1995,52406
"4621",88,"Hombres",1995,19728
"4622",88,"Mujeres",1995,43932
"4623",89,"Hombres",1995,16233
"4624",89,"Mujeres",1995,37029
"4625",90,"Hombres",1995,11763
"4626",90,"Mujeres",1995,29162
"4627",91,"Hombres",1995,9284
"4628",91,"Mujeres",1995,23096
"4629",92,"Hombres",1995,7091
"4630",92,"Mujeres",1995,18372
"4631",93,"Hombres",1995,4938
"4632",93,"Mujeres",1995,12684
"4633",94,"Hombres",1995,3286
"4634",94,"Mujeres",1995,9992
"4635",95,"Hombres",1995,1826
"4636",95,"Mujeres",1995,5097
"4637",96,"Hombres",1995,1105
"4638",96,"Mujeres",1995,3572
"4639",97,"Hombres",1995,707
"4640",97,"Mujeres",1995,2255
"4641",98,"Hombres",1995,421
"4642",98,"Mujeres",1995,1634
"4643",99,"Hombres",1995,313
"4644",99,"Mujeres",1995,1031
"4645",100,"Hombres",1995,637
"4646",100,"Mujeres",1995,1868
"4647",0,"Hombres",1994,198441
"4648",0,"Mujeres",1994,185914
"4649",1,"Hombres",1994,204089
"4650",1,"Mujeres",1994,192167
"4651",2,"Hombres",1994,202814
"4652",2,"Mujeres",1994,190180
"4653",3,"Hombres",1994,202660
"4654",3,"Mujeres",1994,191963
"4655",4,"Hombres",1994,206591
"4656",4,"Mujeres",1994,195613
"4657",5,"Hombres",1994,208354
"4658",5,"Mujeres",1994,196850
"4659",6,"Hombres",1994,214509
"4660",6,"Mujeres",1994,203234
"4661",7,"Hombres",1994,219744
"4662",7,"Mujeres",1994,209325
"4663",8,"Hombres",1994,230992
"4664",8,"Mujeres",1994,219267
"4665",9,"Hombres",1994,244673
"4666",9,"Mujeres",1994,232315
"4667",10,"Hombres",1994,251040
"4668",10,"Mujeres",1994,238853
"4669",11,"Hombres",1994,268247
"4670",11,"Mujeres",1994,255115
"4671",12,"Hombres",1994,280743
"4672",12,"Mujeres",1994,266253
"4673",13,"Hombres",1994,295951
"4674",13,"Mujeres",1994,282213
"4675",14,"Hombres",1994,309862
"4676",14,"Mujeres",1994,295875
"4677",15,"Hombres",1994,328640
"4678",15,"Mujeres",1994,312486
"4679",16,"Hombres",1994,335529
"4680",16,"Mujeres",1994,318542
"4681",17,"Hombres",1994,347217
"4682",17,"Mujeres",1994,332178
"4683",18,"Hombres",1994,349672
"4684",18,"Mujeres",1994,333759
"4685",19,"Hombres",1994,346652
"4686",19,"Mujeres",1994,333050
"4687",20,"Hombres",1994,342569
"4688",20,"Mujeres",1994,328293
"4689",21,"Hombres",1994,345455
"4690",21,"Mujeres",1994,329423
"4691",22,"Hombres",1994,340956
"4692",22,"Mujeres",1994,324675
"4693",23,"Hombres",1994,337276
"4694",23,"Mujeres",1994,322791
"4695",24,"Hombres",1994,332906
"4696",24,"Mujeres",1994,320069
"4697",25,"Hombres",1994,330782
"4698",25,"Mujeres",1994,319034
"4699",26,"Hombres",1994,334190
"4700",26,"Mujeres",1994,324188
"4701",27,"Hombres",1994,329301
"4702",27,"Mujeres",1994,319231
"4703",28,"Hombres",1994,327868
"4704",28,"Mujeres",1994,319880
"4705",29,"Hombres",1994,331855
"4706",29,"Mujeres",1994,325177
"4707",30,"Hombres",1994,318421
"4708",30,"Mujeres",1994,310808
"4709",31,"Hombres",1994,306344
"4710",31,"Mujeres",1994,302119
"4711",32,"Hombres",1994,300686
"4712",32,"Mujeres",1994,297554
"4713",33,"Hombres",1994,304483
"4714",33,"Mujeres",1994,302477
"4715",34,"Hombres",1994,296403
"4716",34,"Mujeres",1994,294607
"4717",35,"Hombres",1994,291923
"4718",35,"Mujeres",1994,290422
"4719",36,"Hombres",1994,286637
"4720",36,"Mujeres",1994,285730
"4721",37,"Hombres",1994,267808
"4722",37,"Mujeres",1994,267783
"4723",38,"Hombres",1994,261098
"4724",38,"Mujeres",1994,261448
"4725",39,"Hombres",1994,250479
"4726",39,"Mujeres",1994,251717
"4727",40,"Hombres",1994,253588
"4728",40,"Mujeres",1994,252888
"4729",41,"Hombres",1994,255116
"4730",41,"Mujeres",1994,253563
"4731",42,"Hombres",1994,238592
"4732",42,"Mujeres",1994,238315
"4733",43,"Hombres",1994,235636
"4734",43,"Mujeres",1994,235322
"4735",44,"Hombres",1994,243901
"4736",44,"Mujeres",1994,246722
"4737",45,"Hombres",1994,257847
"4738",45,"Mujeres",1994,260683
"4739",46,"Hombres",1994,236862
"4740",46,"Mujeres",1994,238568
"4741",47,"Hombres",1994,225713
"4742",47,"Mujeres",1994,230006
"4743",48,"Hombres",1994,241068
"4744",48,"Mujeres",1994,245893
"4745",49,"Hombres",1994,227630
"4746",49,"Mujeres",1994,232803
"4747",50,"Hombres",1994,227502
"4748",50,"Mujeres",1994,230933
"4749",51,"Hombres",1994,197029
"4750",51,"Mujeres",1994,201177
"4751",52,"Hombres",1994,183236
"4752",52,"Mujeres",1994,185761
"4753",53,"Hombres",1994,227754
"4754",53,"Mujeres",1994,233996
"4755",54,"Hombres",1994,149354
"4756",54,"Mujeres",1994,158191
"4757",55,"Hombres",1994,171510
"4758",55,"Mujeres",1994,181067
"4759",56,"Hombres",1994,194782
"4760",56,"Mujeres",1994,205301
"4761",57,"Hombres",1994,216339
"4762",57,"Mujeres",1994,234925
"4763",58,"Hombres",1994,210915
"4764",58,"Mujeres",1994,225135
"4765",59,"Hombres",1994,209789
"4766",59,"Mujeres",1994,225687
"4767",60,"Hombres",1994,218224
"4768",60,"Mujeres",1994,235217
"4769",61,"Hombres",1994,215770
"4770",61,"Mujeres",1994,234120
"4771",62,"Hombres",1994,206773
"4772",62,"Mujeres",1994,223902
"4773",63,"Hombres",1994,207185
"4774",63,"Mujeres",1994,230922
"4775",64,"Hombres",1994,194747
"4776",64,"Mujeres",1994,218694
"4777",65,"Hombres",1994,192315
"4778",65,"Mujeres",1994,218928
"4779",66,"Hombres",1994,179728
"4780",66,"Mujeres",1994,205433
"4781",67,"Hombres",1994,179889
"4782",67,"Mujeres",1994,207983
"4783",68,"Hombres",1994,168295
"4784",68,"Mujeres",1994,200935
"4785",69,"Hombres",1994,162837
"4786",69,"Mujeres",1994,197223
"4787",70,"Hombres",1994,156621
"4788",70,"Mujeres",1994,189644
"4789",71,"Hombres",1994,149562
"4790",71,"Mujeres",1994,190259
"4791",72,"Hombres",1994,139649
"4792",72,"Mujeres",1994,171692
"4793",73,"Hombres",1994,121734
"4794",73,"Mujeres",1994,168536
"4795",74,"Hombres",1994,101121
"4796",74,"Mujeres",1994,144083
"4797",75,"Hombres",1994,94861
"4798",75,"Mujeres",1994,143601
"4799",76,"Hombres",1994,87056
"4800",76,"Mujeres",1994,134024
"4801",77,"Hombres",1994,81452
"4802",77,"Mujeres",1994,127814
"4803",78,"Hombres",1994,77542
"4804",78,"Mujeres",1994,125056
"4805",79,"Hombres",1994,72661
"4806",79,"Mujeres",1994,120971
"4807",80,"Hombres",1994,66570
"4808",80,"Mujeres",1994,112823
"4809",81,"Hombres",1994,61061
"4810",81,"Mujeres",1994,107372
"4811",82,"Hombres",1994,53875
"4812",82,"Mujeres",1994,96075
"4813",83,"Hombres",1994,48042
"4814",83,"Mujeres",1994,91131
"4815",84,"Hombres",1994,41232
"4816",84,"Mujeres",1994,77780
"4817",85,"Hombres",1994,35658
"4818",85,"Mujeres",1994,68444
"4819",86,"Hombres",1994,29043
"4820",86,"Mujeres",1994,58664
"4821",87,"Hombres",1994,23420
"4822",87,"Mujeres",1994,50192
"4823",88,"Hombres",1994,19537
"4824",88,"Mujeres",1994,42871
"4825",89,"Hombres",1994,14549
"4826",89,"Mujeres",1994,34337
"4827",90,"Hombres",1994,11677
"4828",90,"Mujeres",1994,27821
"4829",91,"Hombres",1994,9056
"4830",91,"Mujeres",1994,22580
"4831",92,"Hombres",1994,6434
"4832",92,"Mujeres",1994,15964
"4833",93,"Hombres",1994,4500
"4834",93,"Mujeres",1994,13025
"4835",94,"Hombres",1994,2574
"4836",94,"Mujeres",1994,7009
"4837",95,"Hombres",1994,1702
"4838",95,"Mujeres",1994,5074
"4839",96,"Hombres",1994,1113
"4840",96,"Mujeres",1994,3366
"4841",97,"Hombres",1994,749
"4842",97,"Mujeres",1994,2512
"4843",98,"Hombres",1994,529
"4844",98,"Mujeres",1994,1630
"4845",99,"Hombres",1994,292
"4846",99,"Mujeres",1994,962
"4847",100,"Hombres",1994,641
"4848",100,"Mujeres",1994,2008
"4849",0,"Hombres",1993,203861
"4850",0,"Mujeres",1993,191686
"4851",1,"Hombres",1993,202286
"4852",1,"Mujeres",1993,189513
"4853",2,"Hombres",1993,201608
"4854",2,"Mujeres",1993,190969
"4855",3,"Hombres",1993,205427
"4856",3,"Mujeres",1993,194515
"4857",4,"Hombres",1993,206967
"4858",4,"Mujeres",1993,195528
"4859",5,"Hombres",1993,213404
"4860",5,"Mujeres",1993,202223
"4861",6,"Hombres",1993,218502
"4862",6,"Mujeres",1993,208223
"4863",7,"Hombres",1993,229804
"4864",7,"Mujeres",1993,218150
"4865",8,"Hombres",1993,243925
"4866",8,"Mujeres",1993,231704
"4867",9,"Hombres",1993,249932
"4868",9,"Mujeres",1993,237803
"4869",10,"Hombres",1993,267163
"4870",10,"Mujeres",1993,253997
"4871",11,"Hombres",1993,279096
"4872",11,"Mujeres",1993,264682
"4873",12,"Hombres",1993,294085
"4874",12,"Mujeres",1993,280334
"4875",13,"Hombres",1993,308136
"4876",13,"Mujeres",1993,294206
"4877",14,"Hombres",1993,326709
"4878",14,"Mujeres",1993,310675
"4879",15,"Hombres",1993,333447
"4880",15,"Mujeres",1993,316598
"4881",16,"Hombres",1993,345425
"4882",16,"Mujeres",1993,330490
"4883",17,"Hombres",1993,348055
"4884",17,"Mujeres",1993,332249
"4885",18,"Hombres",1993,345057
"4886",18,"Mujeres",1993,331535
"4887",19,"Hombres",1993,341198
"4888",19,"Mujeres",1993,326978
"4889",20,"Hombres",1993,344475
"4890",20,"Mujeres",1993,328233
"4891",21,"Hombres",1993,340006
"4892",21,"Mujeres",1993,323388
"4893",22,"Hombres",1993,336292
"4894",22,"Mujeres",1993,321636
"4895",23,"Hombres",1993,331773
"4896",23,"Mujeres",1993,318694
"4897",24,"Hombres",1993,329671
"4898",24,"Mujeres",1993,317573
"4899",25,"Hombres",1993,333118
"4900",25,"Mujeres",1993,322745
"4901",26,"Hombres",1993,328170
"4902",26,"Mujeres",1993,317686
"4903",27,"Hombres",1993,326843
"4904",27,"Mujeres",1993,318393
"4905",28,"Hombres",1993,330589
"4906",28,"Mujeres",1993,323461
"4907",29,"Hombres",1993,317358
"4908",29,"Mujeres",1993,309232
"4909",30,"Hombres",1993,305148
"4910",30,"Mujeres",1993,300528
"4911",31,"Hombres",1993,299614
"4912",31,"Mujeres",1993,296013
"4913",32,"Hombres",1993,303442
"4914",32,"Mujeres",1993,301088
"4915",33,"Hombres",1993,295333
"4916",33,"Mujeres",1993,293138
"4917",34,"Hombres",1993,291007
"4918",34,"Mujeres",1993,289094
"4919",35,"Hombres",1993,285780
"4920",35,"Mujeres",1993,284523
"4921",36,"Hombres",1993,266967
"4922",36,"Mujeres",1993,266719
"4923",37,"Hombres",1993,260335
"4924",37,"Mujeres",1993,260480
"4925",38,"Hombres",1993,249904
"4926",38,"Mujeres",1993,250829
"4927",39,"Hombres",1993,253062
"4928",39,"Mujeres",1993,252108
"4929",40,"Hombres",1993,254710
"4930",40,"Mujeres",1993,252936
"4931",41,"Hombres",1993,238296
"4932",41,"Mujeres",1993,237769
"4933",42,"Hombres",1993,235526
"4934",42,"Mujeres",1993,234939
"4935",43,"Hombres",1993,243734
"4936",43,"Mujeres",1993,246193
"4937",44,"Hombres",1993,257800
"4938",44,"Mujeres",1993,260259
"4939",45,"Hombres",1993,237106
"4940",45,"Mujeres",1993,238259
"4941",46,"Hombres",1993,225783
"4942",46,"Mujeres",1993,229726
"4943",47,"Hombres",1993,241526
"4944",47,"Mujeres",1993,245901
"4945",48,"Hombres",1993,227975
"4946",48,"Mujeres",1993,232640
"4947",49,"Hombres",1993,228023
"4948",49,"Mujeres",1993,230868
"4949",50,"Hombres",1993,197492
"4950",50,"Mujeres",1993,201255
"4951",51,"Hombres",1993,183731
"4952",51,"Mujeres",1993,185720
"4953",52,"Hombres",1993,228601
"4954",52,"Mujeres",1993,234152
"4955",53,"Hombres",1993,150026
"4956",53,"Mujeres",1993,158220
"4957",54,"Hombres",1993,172203
"4958",54,"Mujeres",1993,181118
"4959",55,"Hombres",1993,195627
"4960",55,"Mujeres",1993,205450
"4961",56,"Hombres",1993,217800
"4962",56,"Mujeres",1993,235563
"4963",57,"Hombres",1993,212146
"4964",57,"Mujeres",1993,225540
"4965",58,"Hombres",1993,211309
"4966",58,"Mujeres",1993,226139
"4967",59,"Hombres",1993,220151
"4968",59,"Mujeres",1993,235911
"4969",60,"Hombres",1993,217848
"4970",60,"Mujeres",1993,234932
"4971",61,"Hombres",1993,209164
"4972",61,"Mujeres",1993,224750
"4973",62,"Hombres",1993,209881
"4974",62,"Mujeres",1993,232190
"4975",63,"Hombres",1993,197679
"4976",63,"Mujeres",1993,219947
"4977",64,"Hombres",1993,195540
"4978",64,"Mujeres",1993,220367
"4979",65,"Hombres",1993,183066
"4980",65,"Mujeres",1993,206969
"4981",66,"Hombres",1993,183862
"4982",66,"Mujeres",1993,209792
"4983",67,"Hombres",1993,172370
"4984",67,"Mujeres",1993,203135
"4985",68,"Hombres",1993,167163
"4986",68,"Mujeres",1993,199607
"4987",69,"Hombres",1993,161184
"4988",69,"Mujeres",1993,192237
"4989",70,"Hombres",1993,154384
"4990",70,"Mujeres",1993,193334
"4991",71,"Hombres",1993,144717
"4992",71,"Mujeres",1993,174794
"4993",72,"Hombres",1993,126782
"4994",72,"Mujeres",1993,171984
"4995",73,"Hombres",1993,105706
"4996",73,"Mujeres",1993,147348
"4997",74,"Hombres",1993,99647
"4998",74,"Mujeres",1993,147416
"4999",75,"Hombres",1993,91711
"5000",75,"Mujeres",1993,137981
"5001",76,"Hombres",1993,86285
"5002",76,"Mujeres",1993,131988
"5003",77,"Hombres",1993,82700
"5004",77,"Mujeres",1993,129897
"5005",78,"Hombres",1993,77940
"5006",78,"Mujeres",1993,126134
"5007",79,"Hombres",1993,71923
"5008",79,"Mujeres",1993,118517
"5009",80,"Hombres",1993,66684
"5010",80,"Mujeres",1993,113433
"5011",81,"Hombres",1993,59358
"5012",81,"Mujeres",1993,102252
"5013",82,"Hombres",1993,53454
"5014",82,"Mujeres",1993,98091
"5015",83,"Hombres",1993,46330
"5016",83,"Mujeres",1993,84324
"5017",84,"Hombres",1993,40415
"5018",84,"Mujeres",1993,75267
"5019",85,"Hombres",1993,33539
"5020",85,"Mujeres",1993,65294
"5021",86,"Hombres",1993,27499
